tmdb_id,adult,belongs_to_collection,collection_id,budget,genres,overview,production_company_id,production_company_name,release_month,release_year,revenue,tagline,director,actor_0_name,actor_0_id,actor_0_gender,actor_1_name,actor_1_id,actor_1_gender,actor_2_name,actor_2_id,actor_2_gender,actor_3_name,actor_3_id,actor_3_gender,actor_4_name,actor_4_id,actor_4_gender
13,False,False,,55000000,"['Comedy', 'Drama', 'Romance']","A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",4,Paramount,6,1994,677387716,The world will never be the same once you've seen it through the eyes of Forrest Gump.,Robert Zemeckis,Tom Hanks,31,2,Robin Wright,32,1,Gary Sinise,33,2,Sally Field,35,1,Mykelti Williamson,34,2
216015,False,True,344830,40000000,"['Drama', 'Romance', 'Thriller']","When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",10146,Focus Features,2,2015,571000000,Are you curious?,Sam Taylor-Johnson,Dakota Johnson,118545,1,Jamie Dornan,1254583,2,Jennifer Ehle,49971,1,Eloise Mumford,222130,1,Victor Rasuk,59251,2
621,False,True,86083,6000000,"['Romance', 'Comedy']","Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",4,Paramount,7,1978,396300000,Grease is the word.,Randal Kleiser,John Travolta,8891,2,Olivia Newton-John,8892,1,Stockard Channing,8893,1,Jeff Conaway,8894,2,Barry Pearl,8896,2
800939,False,False,,20000000,"['Drama', 'Comedy', 'Romance']",Divorced couple Georgia and David find themselves on a shared mission: they team up and travel to Bali to stop their daughter Lily from making the same mistake they once made 25 years ago.,1782,Smoke House Pictures,9,2022,168800000,They’re in this together for better or worse.,,Julia Roberts,1204,1,George Clooney,1461,2,Kaitlyn Dever,481337,1,Maxime Bouttier,1308133,2,Billie Lourd,1399531,1
64682,False,False,,105000000,"['Drama', 'Romance']","An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",174,Warner Bros. Pictures,5,2013,351040419,Dream dangerously.,Baz Luhrmann,Leonardo DiCaprio,6193,2,Tobey Maguire,2219,2,Carey Mulligan,36662,1,Joel Edgerton,33192,2,Elizabeth Debicki,1133349,1
331482,False,False,,40000000,"['Drama', 'Romance']",Four sisters come of age in America in the aftermath of the Civil War.,5,Columbia Pictures,12,2019,216600000,Own your story,Jonas Spaccarotelli,Saoirse Ronan,36592,1,Florence Pugh,1373737,1,Emma Watson,10990,1,Eliza Scanlen,1669125,1,Laura Dern,4784,1
313369,False,False,,30000000,"['Comedy', 'Drama', 'Romance', 'Music']","Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",491,Summit Entertainment,11,2016,447407695,Here's to the fools who dream.,Damien Chazelle,Ryan Gosling,30614,2,Emma Stone,54693,1,John Legend,113461,2,Rosemarie DeWitt,14892,1,J.K. Simmons,18999,2
89492,False,True,779062,35000000,['Comedy'],"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",10105,Apatow Productions,12,2012,88200000,The sort-of sequel to 'Knocked Up',Judd Apatow,Paul Rudd,22226,2,Leslie Mann,41087,1,John Lithgow,12074,2,Megan Fox,19537,1,Maude Apatow,41090,1
38,False,False,,20000000,"['Science Fiction', 'Drama', 'Romance']","Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",10146,Focus Features,3,2004,72258126,You can erase someone from your mind. Getting them out of your heart is another story.,Michel Gondry,Jim Carrey,206,2,Kate Winslet,204,1,Kirsten Dunst,205,1,Mark Ruffalo,103,2,Elijah Wood,109,2
4348,False,False,,28000000,"['Drama', 'Romance']","A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",33,Universal Pictures,9,2005,121600000,A romance ahead of its time.,Joe Wright,Keira Knightley,116,1,Matthew Macfadyen,15576,2,Brenda Blethyn,4154,1,Donald Sutherland,55636,2,Tom Hollander,2441,2
