tmdb_id,adult,belongs_to_collection,collection_id,budget,genres,overview,production_company_id,production_company_name,release_month,release_year,revenue,tagline,director,actor_0_name,actor_0_id,actor_0_gender,actor_1_name,actor_1_id,actor_1_gender,actor_2_name,actor_2_id,actor_2_gender,actor_3_name,actor_3_id,actor_3_gender,actor_4_name,actor_4_id,actor_4_gender
601337,False,False,,36786988,"['Drama', 'History']","On the 25th of June 1983, the Lord’s Cricket Ground witnessed one of the biggest underdog stories in the history of sports. Fourteen inspired players - led by a man's self-belief and conviction - fought against all odds and orchestrated India’s greatest sporting triumph by beating the two-time World Champions West Indies.",59293,Kabir Khan Films,12,2021,25452983,The team that defied all odds. The game that united the country.,Kabir Khan,Ranveer Singh,224223,2,Pankaj Tripathi,1179460,2,Tahir Raj Bhasin,1714229,2,Jiiva,237640,2,Saqib Saleem,1147461,2
198185,False,False,,25000000,['Drama'],"In a last-ditch effort to save his career, sports agent JB Bernstein dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.",2,Walt Disney Pictures,5,2014,38307627,"Sometimes to win, sometimes you have to change the game",Mike Topoozian,Jon Hamm,65717,2,Bill Paxton,2053,2,Lake Bell,25703,1,Suraj Sharma,933160,2,Aasif Mandvi,20644,2
245916,False,False,,5000000,"['Crime', 'Drama', 'Mystery', 'Thriller']",A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,27450,The Combine,10,2014,5200000,Can you keep a national secret?,Michael Cuesta,Jeremy Renner,17604,2,Mary Elizabeth Winstead,17628,1,Michael Sheen,3968,2,Ray Liotta,11477,2,Robert Patrick,418,2
29963,False,False,,10000000,"['Drama', 'Romance']","In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife.",288,BBC Film,9,2009,14374652,First love burns brightest.,Jane Campion,Abbie Cornish,37260,1,Ben Whishaw,17064,2,Paul Schneider,15684,2,Kerry Fox,17258,1,Edie Martin,1326413,1
424998,False,False,,3000000,['Drama'],"Based on the true story of an award-winning investigative journalist -- and avowed atheist -- who applies his well-honed journalistic and legal skills to disprove the newfound Christian faith of his wife... with unexpected, life-altering results.",6427,Pure Flix Entertainment,4,2017,18200000,,Jon Gunn,Mike Vogel,6858,2,Erika Christensen,21711,1,Faye Dunaway,6450,1,Robert Forster,5694,2,Frankie Faison,13936,2
453201,False,False,,30000000,"['Drama', 'Thriller']","On Aug. 21, 2015, the world watches in stunned silence as the media reports a thwarted terrorist attack on a train that's bound for Paris -- an attempt prevented by three young Americans traveling together through Europe. The heroic and courageous actions of Anthony Sadler, Alek Skarlatos and Spencer Stone help to save the lives of more than 500 passengers on board.",174,Warner Bros. Pictures,2,2018,57076286,In the face of fear ordinary people can do the extraordinary,David M. Bernstein,Ray Corasani,1956664,2,Spencer Stone,1956663,2,Anthony Sadler,1861739,2,Alek Skarlatos,1956662,2,Judy Greer,20750,1
4169,False,False,,23000000,"['Drama', 'Thriller', 'Crime', 'History']","Eric O'Neill, a computer specialist who wants to be made an agent is assigned to clerk for Robert Hanssen, a senior agent with 25 years in the FBI, and to write down everything Hanssen does. O'Neill's told it's an investigation of Hanssen's sexual habits, however Hanssen is really suspected of spying for the Soviet Union and Russia for years and being responsible for the deaths of agents working for the United States.",33,Universal Pictures,2,2007,41000000,How one man betrayed the security of a nation.,,Chris Cooper,2955,2,Ryan Phillippe,11864,2,Laura Linney,350,1,Caroline Dhavernas,31383,1,Gary Cole,21163,2
15402,False,False,,90,"['Comedy', 'Drama']","Bettie Page grew up in a conservative religious family in Tennessee and became a photo model sensation in 1950s New York. Bettie's legendary pin-up photos made her the target of a Senate investigation into pornography, and transformed her into an erotic icon who continues to enthrall fans to this day.",1512,John Wells Productions,9,2005,1410778,The Pin-Up Sensation That Shocked The Nation.,Mary Harron,Gretchen Mol,15370,1,Chris Bauer,4445,2,Jared Harris,15440,2,Sarah Paulson,34490,1,David Strathairn,11064,2
1020006,False,False,,20000000,"['Drama', 'Romance']","When teenage Priscilla Beaulieu meets Elvis Presley at a party, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend.",70,American Zoetrope,10,2023,30140906,Wife to the king. Icon to the world. Destined for more.,Sofia Coppola,Cailee Spaeny,1683343,1,Jacob Elordi,2034418,2,Ari Cohen,107185,2,Dagmara Domińczyk,52776,1,Tim Post,7009,2
7548,False,False,,11000000,"['Drama', 'Romance']","The story of John Wilmot, a.k.a. the Earl of Rochester, a 17th century poet who famously drank and debauched his way to an early grave, only to earn posthumous critical acclaim for his life's work.",2267,First Choice Films,9,2004,10900000,He didn't resist temptation. He pursued it.,Laurence Dunmore,Johnny Depp,85,2,Samantha Morton,2206,1,John Malkovich,6949,2,Rosamund Pike,10882,1,Paul Ritter,52888,2
