tmdb_id,adult,belongs_to_collection,collection_id,budget,genres,overview,production_company_id,production_company_name,release_month,release_year,revenue,tagline,director,actor_0_name,actor_0_id,actor_0_gender,actor_1_name,actor_1_id,actor_1_gender,actor_2_name,actor_2_id,actor_2_gender,actor_3_name,actor_3_id,actor_3_gender,actor_4_name,actor_4_id,actor_4_gender
19980,False,False,,3000000,"['Comedy', 'Crime']",Two unlucky delinquents stumble into a series of random misadventures when they attempt to collect a debt for their boss.,3694,People Pictures,5,2009,6600000,Part fact. Part fiction. Pure fun.,Krishna D.K.,Kunal Khemu,85454,2,Boman Irani,35779,2,Soha Ali Khan,53672,1,Cyrus Broacha,85455,2,Simone Singh,35755,1
12770,False,False,,25000000,"['Action', 'Comedy', 'Drama', 'Crime']","John and his girlfriend have vowed to marry once they save $30,000 for their dream house. But the minute they achieve their financial goal, John finds out his niece has been accepted at Harvard, and he's reminded of his promise to pay for her tuition (nearly $30,000). John's friend Duff convinces him to turn to petty crime to make the payment … but Duff's hare-brained schemes spin quickly out of control.",5,Columbia Pictures,9,2002,14277032,Their intentions were honorable. Their methods were criminal.,,Jason Lee,11662,2,Tom Green,36423,2,Leslie Mann,41087,1,Megan Mullally,52119,1,Dennis Farina,1117,2
611408,False,False,,16438275,"['Comedy', 'Crime']","Every summer, the Billionaire Tranchant and his wife Eliane host the glamorous world of celebrities in their luxurious mansion in the south of France. When a criminal car sabotage related to threatening letters wreak havoc in the villa, Tranchant goes in search of the best agent for the investigation. In the middle of this hot summer, only the arrogant and incompetent agent Boullin is available... To catch the suspect and solve the mystery, he will have no choice but to impersonate a newly hired butler and will turn everyone’s vacation into a hilarious game of ‘Cluedo’!",694,StudioCanal,7,2021,1453459,Everyone Has A Motive But He Does Not Have A Clue,Jean-Marie Poiré,Christian Clavier,28781,2,Benoît Poelvoorde,47820,2,Thierry Lhermitte,21177,2,Jérôme Commandeur,54170,2,Rossy de Palma,25258,1
21778,False,False,,17820000,['Comedy'],"In 35,000 BC, the tribe of the Dirty Hairs is at war against the tribe of the Clean Hairs for eight hundred years, trying to get their shampoo. The chief of the Dirty Hairs sends his daughter Guy disguised to the enemy tribe to get some shampoo for his tribe. When the healer of the Clean Hairs tribe surprisingly kills two cavemen of his tribe, their imbecile chief assigns Pierre with curled hair and Pierre blonde to investigate the murder and find the criminal.",694,StudioCanal,1,2004,14054361,,Marie Gennesseaux,Maurice Barthélemy,132542,2,Marina Foïs,76820,1,Elise Larnicol,77930,1,Pierre-François Martin-Laval,35968,2,Jean-Paul Rouve,16922,2
26899,False,False,,800000,"['Drama', 'Romance']","Chronicling the troubled existence of Duncan Mudge, a 14-year-old misfit who—while vying for the attention of his vacant father—struggles to fill the void brought on by his mother's sudden death.",109369,Showtime Independent Films,1,2003,62852,Duncan Mudge has a secret…,Michael Burke,Emile Hirsch,46593,2,Tom Guiry,4729,2,Richard Jenkins,28633,2,Pablo Schreiber,59254,2,Zachary Knighton,54834,2
8141,False,False,,4000000,"['Comedy', 'Crime', 'Thriller', 'Romance']","While drying out on the West Coast, an alcoholic hit man befriends a tart-tongued woman who might just come in handy when it's time for him to return to Buffalo and settle some old scores.",35444,Independent Film Group,2,2007,3748295,Professional alcoholic hit man gets life back on track thanks to her,John Dahl,Ben Kingsley,2282,2,Téa Leoni,4939,1,Luke Wilson,36422,2,Bill Pullman,8984,2,Dennis Farina,1117,2
25633,False,False,,1758000,"['Crime', 'Drama', 'Romance']","Slick lawyer Thomas Farrell has made a career of defending mobsters in trials. It's not until he meets a lovely showgirl at a mob party that he realizes that there's more to life than winning trials. Farrell tries to quit the racket, but mob boss Rico Angelo threatens to hurt the showgirl if Farrell leaves him.",4402,Euterpe Productions,10,1958,2380000,You'll meet her at the roughest parties ...with the toughest guys in town!,Nicholas Ray,Robert Taylor,82216,2,Cyd Charisse,41226,1,Lee J. Cobb,5248,2,John Ireland,14502,2,Kent Smith,51764,2
24066,False,False,,1700000,"['Comedy', 'Crime']","Two escaped convicts roll into the village of Happy, Texas, where they're mistaken for a gay couple who work as beauty pageant consultants. They go along with it to duck the police, but the local sheriff has a secret of his own.",16833,Marked Entertainment,12,1999,1943649,Escaped convicts disguised as beauty pageant experts? This could get ugly.,Norman Buckley,Jeremy Northam,18325,2,Steve Zahn,18324,2,William H. Macy,3905,2,Ally Walker,18316,1,Illeana Douglas,7796,1
42151,False,False,,31192,"['Crime', 'Drama']","After serving jail time for a mysterious crime, Bill and Karl get out of jail and become preoccupied with figuring out who turned them in to the police. On top of that, the ""family business"" is on the rocks, and the motley crew of criminals who operate out of Down Terrace aren't feeling terribly trusting of one another. It might look like an ordinary house, but at Down Terrace, the walls are closing in..",17248,Boum Productions,7,2010,10000,You're only as good as the people you know.,Ben Wheatley,Robin Hill,137469,2,Robert Hill,45282,2,Julia Deakin,137471,1,David Schaal,137472,2,Kerry Peacock,1020514,1
8744,False,False,,6000000,"['Crime', 'Drama', 'Thriller']","While escaping from a foiled robbery attempt, three thieves find themselves surrounded by police at a New Orleans bar--only they're not the people the police are searching for.",14,Miramax,9,1996,339471,They planned the perfect crime... Until it all went perfectly wrong!,,Matt Dillon,2876,2,Faye Dunaway,6450,1,Gary Sinise,33,2,William Fichtner,886,2,Viggo Mortensen,110,2
13072,False,False,,8000000,"['Drama', 'Action', 'Thriller']","Brooklyn, 1985. With the mob world as a backdrop, three life-long friends struggle with questions of love, loss and loyalty.",,,4,2007,458232,Not made to be broken,Michael Corrente,Alec Baldwin,7447,2,Mena Suvari,8211,1,Freddie Prinze Jr.,33260,2,Jerry Ferrara,98953,2,Scott Caan,1894,2
55448,False,False,,11000000,"['Drama', 'Comedy', 'Crime']","When unemployed dockworker Joey Coyle finds $1.2 million that fell off of an armored car, he decides to do the logical thing: take the money and run. After all, he says, finders keepers. He turns to his ex-girlfriend Monica, who works in an investment firm, for advice, before turning to the mob for help laundering the money. While Joey makes plans to leave the country, however, a detective is following his ever-warmer trail in order to recover the cash.",915,Hollywood Pictures,9,1993,1044824,What would you do if you found a million bucks?,Sydney Gilner,John Cusack,3036,2,Debi Mazar,5578,1,Michael Madsen,147,2,Benicio del Toro,1121,2,Michael Rapaport,4688,2
2017,False,False,,12000000,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","While doing a friend a favour and searching for a runaway teenager, a police detective stumbles upon a bizarre band of criminals about to pull off a bank robbery. The screenplay by Christopher Cannan and Steve Barancik is based on the short story ""The House in Turk Street"" by Dashiell Hammett.",16850,ApolloMedia,6,2002,1440653,HE was more than a cop. SHE was more than a thief.,Bob Rafelson,Samuel L. Jackson,2231,2,Milla Jovovich,63,1,Stellan Skarsgård,1640,2,Doug Hutchison,6806,2,Joss Ackland,14324,2
29150,False,False,,250000,"['Comedy', 'Drama']","Paul Aufiero, a 35-year-old parking-garage attendant from Staten Island, is the self-described ""world's biggest New York Giants fan"". One night, Paul and his best friend Sal spot Giants star linebacker Quantrell Bishop at a gas station and decide to follow him. At a strip club Paul cautiously decides to approach him but the chance encounter brings Paul's world crashing down around him.",4912,Big Fan Productions,2,2009,232732,,Josh Trank,Patton Oswalt,10872,2,Kevin Corrigan,18472,2,Michael Rapaport,4688,2,Marcia Jean Kurtz,14548,1,Serafina Fiore,983887,1
35545,False,False,,558000,"['Crime', 'Drama', 'Romance']","A semi-fictionalized account of the life of Mata Hari, an exotic dancer who was accused of spying for Germany during World War I.",21,Metro-Goldwyn-Mayer,12,1931,2227000,"Men worshipped her like a goddess, only to be betrayed by a kiss!",George Fitzmaurice,Greta Garbo,19549,1,Ramon Novarro,85425,2,Lionel Barrymore,17753,2,Lewis Stone,29259,2,C. Henry Gordon,13356,2
392572,False,False,,6114349,"['Thriller', 'Drama', 'Crime']","A naval officer is devastated to learn about his wife's extramarital affair with a rich businessman while he was away. He pays him a visit and shoots him to death, following which he surrenders himself but claims to be ""not guilty"" in the court, much to the surprise of the businessman's sister and the officers dealing with his case.",91689,KriArj Entertainment,8,2016,26309214,Decorated Officer. Devoted Family Man. Defending His Honor. His Name Is RUSTOM.,Neeraj Pandey,Akshay Kumar,35070,2,Ileana D'Cruz,237040,1,Esha Gupta,1040950,1,Arjan Bajwa,85472,2,Usha Nadkarni,995395,1
92493,False,False,,5000000,"['Crime', 'Drama', 'History']","Based on a real WWII vet and family man turned bank robber. Disillusioned by his post war circumstances, Eddie Boyd is torn between the need to provide for his young family and an unfulfilled dream to head to Hollywood to become a star. He discovers a way to do both, robbing banks Hollywood style, but his dream leads him down a path of danger and tragedy.",307,IFC Films,9,2011,625,Gangster. Media darling. Model citizen.,Nathan Morlando,Scott Speedman,100,2,Kevin Durand,79072,2,Kelly Reilly,17521,1,Joseph Cross,33528,2,Brendan Fletcher,32205,2
12628,False,False,,12000000,"['Drama', 'Action', 'Thriller', 'Crime']","Stripped of his medical license after performing an operation while high on amphetamines, famed LA surgeon Dr Eugene Sands abandons his former life only to find himself crossing paths with Raymond Blossom, an infamous counterfeiter. Employed as a ""gun-shot doctor"" when Raymond's associates cannot risk visiting a hospital, Eugene is lured deep into the criminal world and becomes entangled with his boss's girlfriend.",9195,Touchstone Pictures,10,1997,4166918,Joining this deadly underworld was easy. But getting out...deadly!,Andy Wilson,David Duchovny,12640,2,Timothy Hutton,16327,2,Angelina Jolie,11701,1,Michael Massee,9289,2,Stacey Travis,31714,1
15749,False,False,,6000000,"['Drama', 'Horror', 'Thriller']",A suburban housewife is forced to fend for herself when she becomes stranded in a desolate forest with four murderous thugs.,2865,Insight Film Studios,10,2008,498088,"Everyone has a breaking point. Tonight, she reaches hers.",Lee Tamahori,Kim Basinger,326,1,Lukas Haas,526,2,Craig Sheffer,4138,2,Luke Gair,78318,2,Leonard Wu,1325691,2
25208,False,False,,13500000,"['Drama', 'Mystery', 'Thriller']","Romulus, a misunderstood musician turned recluse hiding from personal demons in a New York City cave, finds the frozen body of a young drifter in a tree. The authorities, including his police officer daughter, claim the death is accidental. Romulus is convinced the man was murdered by a prominent art photographer but how can he prove he's right when everyone thinks he's insane?",37497,Jersey Shore,1,2001,794481,Romulus Ledbetter lives on the edge. The view is incredible.,,Samuel L. Jackson,2231,2,Colm Feore,10132,2,Ann Magnuson,37042,1,Aunjanue Ellis-Taylor,53923,1,Tamara Tunie,42694,1
25502,False,False,,2882000,"['Drama', 'Romance', 'Thriller', 'Music']","After marrying her long lost love, a pianist finds the relationship threatened by a wealthy composer who is besotted with her.",174,Warner Bros. Pictures,10,1946,2300000,SEE IT NOW! See Her Greatest!,"Alan Crosland, Jr.",Bette Davis,3380,1,Paul Henreid,4112,2,Claude Rains,4113,2,John Abbott,24826,2,Benson Fong,91254,2
13251,False,False,,10000000,"['Crime', 'Mystery']",An escort who caters to Washington D.C.'s society ladies becomes involved in a murder case.,1490,Kintop Pictures,2,2007,590416,Everyone loves a good scandal,,Woody Harrelson,57755,2,Kristin Scott Thomas,5470,1,Lauren Bacall,7570,1,Ned Beatty,13726,2,Moritz Bleibtreu,677,2
24065,False,False,,800000,"['Drama', 'Romance', 'Thriller', 'Crime']","California teen Anita Minteer struggles in the face of an absentee mother, her mom's abusive boyfriend, Rooney, and a lack of respect from her classmates. This all changes when a pen-pal school project connects her with convict Howard. Anita secures Howard's parole and violently squares off against Rooney after he rapes her. Soon enough, the gun-crazy teen is on the run with Howard, with his parole officer in pursuit.",5333,Zeta Entertainment,9,1992,114516,Love made them crazy. Guns made them outlaws.,Tamra Davis,Drew Barrymore,69597,1,James Le Gros,6474,2,Billy Drago,1275,2,Rodney Harvey,6386,2,Joe Dallesandro,29915,2
172237,False,False,,50000,['Crime'],A teenage boy panics and takes hostages when he thinks he's committed murder.,4928,Allied Artists Pictures,8,1958,600000,YESTERDAY a Teenage Rebel... TODAY a mad-dog slayer!,Jus Addiss,Harry Lauter,40577,2,Jack Nicholson,514,2,Carolyn Mitchell,1154767,0,Brett Halsey,31896,2,Ralph Reed,170609,0
11458,False,False,,20000000,"['Drama', 'Thriller']",A New York press agent must scramble when his major client becomes embroiled in a huge scandal.,,,11,2002,5484302,,Daniel Algrant,Al Pacino,1158,2,Kim Basinger,326,1,Ryan O'Neal,31070,2,Téa Leoni,4939,1,Richard Schiff,31028,2
24081,False,False,,9000000,"['Comedy', 'Drama']","Apprentice lawyer Robin Weathers turns a civil suit into a headline grabbing charade. He must reexamine his scruples after his shenanigans win him a promotion in his firm, and he must now defend a college professor who is appearantly guilty of murder.",484,DEG,2,1987,9518342,Getting To The Top Means Working Like A Dog!,Bob Clark,Judd Nelson,21624,2,Elizabeth Perkins,20,1,John Hurt,5049,2,Darren McGavin,7333,2,Dan Monahan,64221,2
31603,False,False,,13200000,"['Thriller', 'Mystery', 'Crime']","While investigating the death of a friend and fellow cop, Los Angeles police officer Barney Caine stumbles across evidence that Nazis created a synthetic alternative to gasoline during World War II. This revelation has the potential to end the established global oil industry, making the formula a very valuable and dangerous piece of information. Eventually, Caine must contend with oil tycoon Adam Steiffel, who clearly has his own agenda regarding the formula.",14309,CIP Filmproduktion GmbH,12,1980,8894289,Big Oil. Big Money. Big Mystery. Everyone’s out to make a killing.,John G. Avildsen,George C. Scott,862,2,Marlon Brando,3084,2,Marthe Keller,25282,1,John Gielgud,11857,2,G. D. Spradlin,3173,2
20942,False,False,,1380000,"['Crime', 'Drama']","Eddie Kenner is given a special assignment by the Army to get the inside story on Sandy Dawson, a former GI who has formed a gang of fellow servicemen and Japanese locals.",25,20th Century Fox,7,1955,1700000,Tokyo Post-War Underworld!,,Robert Ryan,8253,2,Robert Stack,2493,2,Yoshiko Yamaguchi,86820,1,Cameron Mitchell,44728,2,Brad Dexter,14529,2
41938,False,False,,17000000,"['Thriller', 'Crime']",A police officer suspended and now accused of murder is forced to join forces with his court-appointed attorney to assemble the pieces of a deadly puzzle to find the missing link before time runs out.,5,Columbia Pictures,1,1989,3560932,"If he's innocent, the truth could save him. If he's guilty, the lies could kill her.",,Burt Reynolds,16475,2,Theresa Russell,9207,1,Ned Beatty,13726,2,Kay Lenz,42174,1,Ted McGinley,18982,2
372226,False,False,,325000,"['Drama', 'Thriller']","Pandi and his friends, immigrant workers in Andhra Pradesh, are picked up by cops for a crime they never committed. And thus begins their nightmare, where they become pawns in a vicious game where the voiceless are strangled by those with power.",26968,Grassroot Film Company,2,2016,1600000,,Vetrimaaran,Dinesh Ravi,1114581,2,Samuthirakani,585397,2,Kishore,550166,2,Anandhi,1361991,1,Aadukalam Murugadoss,1122109,2
