tmdb_id,adult,belongs_to_collection,collection_id,budget,genres,overview,production_company_id,production_company_name,release_month,release_year,revenue,tagline,director,actor_0_name,actor_0_id,actor_0_gender,actor_1_name,actor_1_id,actor_1_gender,actor_2_name,actor_2_id,actor_2_gender,actor_3_name,actor_3_id,actor_3_gender,actor_4_name,actor_4_id,actor_4_gender
416144,False,False,,25000000,"['Thriller', 'History', 'Drama', 'Action']","Mumbai, India, November 26, 2008. While several terrorists spread hatred and death through the city, others attack the Taj Mahal Palace Hotel. Both hotel staff and guests risk their lives, making unthinkable sacrifices to protect themselves and keep everyone safe while help arrives.",108014,Electric Pictures,3,2019,16900000,"November 26, 2008… Terror struck the heart of India.",,Dev Patel,76788,2,Armie Hammer,53807,2,Nazanin Boniadi,142213,1,Tilda Cobham-Hervey,1280060,1,Anupam Kher,6217,2
330459,False,False,,200000000,"['Action', 'Adventure', 'Science Fiction']",A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,1,Lucasfilm Ltd.,12,2016,1056057273,A Rebellion Built on Hope,George Lucas,Felicity Jones,72855,1,Diego Luna,8688,2,Alan Tudyk,21088,2,Donnie Yen,1341,2,Jiang Wen,77301,2
339846,False,False,,69000000,"['Comedy', 'Action', 'Crime']","Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",90835,Uncharted,5,2017,177900000,"Don't worry, summer is coming",Eli Roth,Dwayne Johnson,18918,2,Zac Efron,29222,2,Priyanka Chopra Jonas,77234,1,Alexandra Daddario,109513,1,Jon Bass,1461038,2
75174,False,False,,25000000,"['Drama', 'Thriller', 'Action', 'Adventure']","Following a grueling five-week shift at an Alaskan oil refinery, workers led by sharpshooter John Ottway are flying home for a much-needed vacation. But a brutal storm causes their plane to crash in the frozen wilderness, and only eight men, including Ottway, survive. As they trek southward toward civilization and safety, Ottway and his companions must battle mortal injuries, the icy elements, and a pack of hungry wolves.",10427,Open Road Films,1,2012,77278331,Live or die on this day.,Ridley Scott,Liam Neeson,3896,2,Dermot Mulroney,20212,2,Frank Grillo,81685,2,Dallas Roberts,424,2,Nonso Anozie,43547,2
353081,False,True,87359,178000000,"['Action', 'Adventure']","When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",4,Paramount,7,2018,791700000,Some missions are not a choice.,J.J. Abrams,Tom Cruise,500,2,Henry Cavill,73968,2,Ving Rhames,10182,2,Simon Pegg,11108,2,Rebecca Ferguson,933238,1
1687,False,True,1709,2500000,"['Action', 'Science Fiction']","The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a spacecraft. Intrigued by their intelligence, humans use them for research - until the apes attempt to escape.",12943,APJAC Productions,5,1971,12400000,Meet baby Milo who has Washington terrified.,Don Taylor,Roddy McDowall,7505,2,Kim Hunter,10539,1,Bradford Dillman,18647,2,Natalie Trundy,18648,1,Eric Braeden,8544,2
49026,False,True,263,250000000,"['Action', 'Crime', 'Drama', 'Thriller']","Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",9996,Syncopy,7,2012,1081041287,A fire will rise.,Christopher Nolan,Christian Bale,3894,2,Michael Caine,3895,2,Gary Oldman,64,2,Anne Hathaway,1813,1,Tom Hardy,2524,2
299534,False,True,86311,356000000,"['Adventure', 'Science Fiction', 'Action']","After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",420,Marvel Studios,4,2019,2800000000,Avenge the fallen.,Anthony Russo,Robert Downey Jr.,3223,2,Chris Evans,16828,2,Mark Ruffalo,103,2,Chris Hemsworth,74568,2,Scarlett Johansson,1245,1
605,False,True,2344,150000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,79,Village Roadshow Pictures,11,2003,424988211,Everything that has a beginning has an end.,James McTeigue,Keanu Reeves,6384,2,Laurence Fishburne,2975,2,Carrie-Anne Moss,530,1,Hugo Weaving,1331,2,Jada Pinkett Smith,9575,1
78,False,True,422837,28000000,"['Science Fiction', 'Drama', 'Thriller']","In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",5798,Shaw Brothers,6,1982,41722424,Man has made his match...now it's his problem.,Ridley Scott,Harrison Ford,3,2,Rutger Hauer,585,2,Sean Young,586,1,Edward James Olmos,587,2,M. Emmet Walsh,588,2
