tmdb_id,adult,belongs_to_collection,collection_id,budget,genres,overview,production_company_id,production_company_name,release_month,release_year,revenue,tagline,director,actor_0_name,actor_0_id,actor_0_gender,actor_1_name,actor_1_id,actor_1_gender,actor_2_name,actor_2_id,actor_2_gender,actor_3_name,actor_3_id,actor_3_gender,actor_4_name,actor_4_id,actor_4_gender
10206,False,False,,7000000,"['Action', 'Comedy', 'Horror']","Blonde, bouncy Buffy is your typical high school cheerleader. But all that changes when a strange man informs her she's been chosen by fate to kill vampires.",23236,Sandollar,7,1992,16624456,She knows a sucker when she sees one.,James Hayman,Kristy Swanson,56128,1,Donald Sutherland,55636,2,Paul Reubens,5129,2,Rutger Hauer,585,2,Luke Perry,8395,2
5549,False,True,5547,35000000,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']","After a successful deployment of the RoboCop Law Enforcement unit, OCP sees its goal of urban pacification come closer and closer, but as this develops, a new narcotic known as ""Nuke"" invades the streets led by God-delirious leader Cane. As this menace grows, it may prove to be too much for Murphy to handle. OCP tries to replicate the success of the first unit, but ends up with failed prototypes with suicidal issues... until Dr. Faxx, a scientist straying away from OCP's path, uses Cane as the new subject for the RoboCop 2 project, a living God.",41,Orion Pictures,6,1990,45681173,He's back to protect the innocent.,Irvin Kershner,Peter Weller,27811,2,Nancy Allen,44038,1,Tom Noonan,119232,2,Belinda Bauer,44049,1,Willard E. Pugh,13310,2
49538,False,True,748,160000000,"['Action', 'Science Fiction', 'Adventure']","Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",431,The Donners' Company,6,2011,353624124,Witness the moment that will change our world.,Bryan Singer,James McAvoy,5530,2,Michael Fassbender,17288,2,Kevin Bacon,4724,2,Rose Byrne,9827,1,Jennifer Lawrence,72129,1
4513,False,True,91660,30000000,"['Horror', 'Thriller']","This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",24339,HorrorFlix,10,2007,75505973,They're Coming!,Sam Raimi,Josh Hartnett,2299,2,Melissa George,27755,1,Danny Huston,6413,2,Ben Foster,11107,2,Mark Boone Junior,534,2
514847,False,False,,14000000,"['Action', 'Thriller', 'Horror']","Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",3172,Blumhouse Productions,3,2020,10550350,The Ultimate Human Hunting Experience,David Bush,Betty Gilpin,92572,1,Hilary Swank,448,1,Ethan Suplee,824,2,Teri Wyble,565501,1,Ike Barinholtz,198150,2
238751,False,True,153948,5000000,['Action'],A team from the United States is going to compete against Korea in a Tae Kwon Do tournament. The team consists of fighters from all over the country--can they overcome their rivalry and work together to win?,44962,The Movie Group,11,1989,1700000,A team is not a team if you don't give a damn about each other.,Robert Radler,Eric Roberts,21315,2,Phillip Rhee,82442,2,James Earl Jones,15152,2,Sally Kirkland,12134,1,Chris Penn,2969,2
137094,False,False,,60000000,"['Action', 'Drama', 'Thriller']","Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",435,di Bonaventura Pictures,1,2014,135500000,Trust no one.,Martha Pinson,Chris Pine,62064,2,Keira Knightley,116,1,Kevin Costner,1269,2,Kenneth Branagh,11181,2,Lenn Kudrjawizki,12766,2
274857,False,False,,175000000,"['Action', 'Drama', 'Fantasy']","When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",79,Village Roadshow Pictures,5,2017,148700000,From nothing comes a King,Guy Ritchie,Charlie Hunnam,56365,2,Jude Law,9642,2,Astrid Bergès-Frisbey,469759,1,Eric Bana,8783,2,Djimon Hounsou,938,2
9319,False,False,,29000000,"['Action', 'Thriller']","When the girl that detective Joe Hallenback is protecting gets murdered, the boyfriend of the murdered girl attempts to investigate and solve the case. What they discover is that there is deep seated corruption going on between a crooked politician and the owner of a pro football team.",360,Geffen Pictures,12,1991,59500000,Everyone had counted them out. But they're about to get back in the game.,Tony Scott,Bruce Willis,62,2,Damon Wayans,22675,2,Chelsea Field,27008,1,Noble Willingham,31005,2,Taylor Negron,37043,2
36643,False,True,645,135000000,"['Adventure', 'Action', 'Thriller']","Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to protect a beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.",21,Metro-Goldwyn-Mayer,11,1999,361832400,As the countdown begins for the new millennium there is still one number you can always count on.,Michael Apted,Pierce Brosnan,517,2,Sophie Marceau,1957,1,Robert Carlyle,18023,2,Denise Richards,9205,1,Robbie Coltrane,1923,2
774548,False,False,,8500000,"['Action', 'Drama', 'Thriller']",A former Naval officer with a dark past must face off against an insurgent with a sound sensitive bomb.,118767,East Dream Synopex,11,2022,6843970,It will explode if it exceeds 100db.,,Kim Rae-won,1222330,2,Lee Jong-suk,1095818,2,Jung Sang-hoon,1715383,2,Park Byung-eun,564844,2,Lee Sang-hee,1374543,1
